Distance,Card_names
3.1543715920413566,Plated Geopede
3.1551120212653285,Lucent Liminid
3.1586616491442583,Olog-hai Crusher
3.1589285151054622,Thresher Beast
3.15956132985324,Shimmer Myr
3.165092237385989,Castle
3.16602387752292,Khalni Heart Expedition
3.166592802667062,Frogmite
3.167888369479809,Shrapnel Slinger
3.1680561563527703,Brass Secretary
3.1687455608272113,Silt Crawler
3.169323740186923,Mogg Jailer
3.169708436075095,Skittering Precursor
3.170176410217727,Saprazzan Skerry
3.170977459889649,Crypt Lurker
3.1714575486363894,Wreckage Wickerfolk
3.1733652241643546,Lockjaw Snapper
3.1746565500212474,Desert Nomads
3.174686620968488,Phyrexian Lens
3.1749087193481422,Nim Lasher
3.1750477424540557,Meteor Golem
3.1752485596141815,Embraal Gear-Smasher
3.175323972074219,Hickory Woodlot
3.175814891028738,Quirion Elves
3.1760458585278313,Magmaw
3.177150770136138,Rook Turret
3.178202512334206,Arcbound Ravager
3.1819106953117693,Crevasse
3.1831458285267105,Attentive Sunscribe
3.1843585482559944,Volatile Wanderglyph
3.18482294505946,Wolf Cove Villager
3.1848488793846994,Drekavac
3.18648989532418,Ferrovore
3.186881187599112,Izzet Locket
3.1872376928989223,Myconid Spore Tender
3.187928549433324,Empowered Autogenerator
3.188120681124197,Reclaiming Vines
3.18894120935754,Crooked Custodian
3.189001686074741,Ramroller
3.189666919617125,Watery Grave
3.1899089272524974,Glaring Fleshraker
3.191395378654431,Trenching Steed
3.192437426101682,Jade Bearer
3.192726909504347,Roc Egg
3.1935475320167392,Bloodbriar
3.198451237929558,Aether Figment
3.199004969719357,Trygon Predator
3.201818446241898,Akki Blizzard-Herder
3.2027625828051947,Gruul Locket
3.202922164946,The Monumental Facade
3.2040192081715038,Embraal Bruiser
3.2042514879466157,Elfsworn Giant
3.2044742730114666,Blockbuster
3.2048372351767562,Prizefighter Construct
3.205708367861735,Vengeance
3.2057532135244617,Defiant Salvager
3.20646928681469,Ratchet Bomb
3.206908166067416,Balduvian Frostwaker
3.2074642937999744,Springmantle Cleric
3.208822668334139,Shimmer
3.2116211461405975,Skirk Prospector
3.211979448197446,Bonded Construct
3.2120929927018467,Goblin Oriflamme
3.2123679514369847,Sabotender
3.212467481430942,Obsidian Obelisk
3.214153820426785,Desecration Plague
3.214894995477136,Kor Cartographer
3.2149983368671213,Curse of Wizardry
3.216719942090297,Rakdos Locket
3.217325945627416,Cathodion
3.217530461887643,Wonderscape Sage
3.2180756176283003,Goblin Turncoat
3.218800979901964,Root Greevil
3.2203159525676477,Grotag Siege-Runner
3.2206784718909156,Glare of Subdual
3.2211670061455555,Razing Snidd
3.2219689890803633,Heartstabber Mosquito
3.223400972780506,Seal of Primordium
3.223448309879787,Mirage Mesa
3.223536967401753,Abzan Banner
3.2238789249744433,"O'aka, Traveling Merchant"
3.2257744416714176,Kavu Lair
3.22587672327685,Manic Vandal
3.2261694558839014,Harvester Troll
3.2274664711750103,Phyrexian Ironfoot
3.2275661541623806,Door of Destinies
3.2281738146082715,Destructive Digger
3.228298554152043,Shimmerdrift Vale
3.2300097805439885,Dreamstone Hedron
3.2306007087819095,Fen Hauler
3.2307504698908485,Salvaged Manaworker
3.231426371302782,Break Down
3.2327406284157916,Instruments of War
3.2329640305654905,Mossborn Hydra
3.2334025528503334,Aven Fogbringer
3.2344783206814576,Strip Mine
3.2346566966952706,Fen Stalker
3.235050062354469,Daraja Griffin
3.235169560960419,Steely Resolve
3.235493549656589,Granulate
3.2358891759078805,Aven Cloudchaser
3.236777038321688,Harvester Druid
3.2378764170495593,Grave Peril
3.23796184634179,Tethered Griffin
3.2410549207117243,Simic Cluestone
3.242483653239433,Coretapper
3.2429944372616544,Breeding Pool
3.243107428855483,Uncharted Haven
3.243267990194056,Ripchain Razorkin
3.2451585092103783,Hellspark Elemental
3.2451777980974468,Elvish Mariner
3.2456666018937015,Airdrop Condor
3.2456812999434708,Azorius Cluestone
3.2464000582488737,Mire Shade
3.246547279454333,Moonglove Extract
3.246664476280615,Ogre Leadfoot
3.2479680417027805,Shriekmaw
3.2489139176749684,Icehide Troll
3.2491508582134823,Ghostflame Sliver
3.250119744609038,Sphere of the Suns
3.2509782219674275,Tar Pitcher
3.251567002088181,Selesnya Cluestone
3.2535137025399643,Spiketail Hatchling
3.2535999064876124,Deadly Grub
3.255082023569159,Undersea Invader
3.25586016307832,Annex
3.257135274561272,Pyric Salamander
3.2584970004771594,Flint Golem
3.2597182989471807,The Autonomous Furnace
3.260016510880201,Phantasmal Terrain
3.2604632804226874,Irrigation Ditch
3.2611216869257738,Goblin War Paint
3.2612579228869083,Gilded Scuttler
3.2623085305165302,Thallid Shell-Dweller
3.263093417616408,Stone Retrieval Unit
3.2632471768576177,Adaptive Gemguard
3.26370170591204,Porcelain Legionnaire
3.263984977615773,Crosswinds
3.2641687771892274,Hair-Strung Koto
3.264847300604367,Darigaaz's Attendant
3.264933780839064,Swift Response
3.265431717743238,Ore Gorger
3.2657682426394254,Ipnu Rivulet
3.266919810282626,Smothering Abomination
3.267200844983052,Skittish Kavu
3.267692566217643,Fleeting Memories
3.2677935060569916,Fate of the Sun-Cryst
3.269081838223612,Tireless Tracker
3.2691007999349386,Crosis's Attendant
3.26966858196535,Walking Skyscraper
3.2699495269580403,Spare Supplies
3.2701623178178125,Redrock Sentinel
3.2704211446487466,Molten Nursery
3.2705134244861362,Spiketail Drake
3.2705559160534747,Nosy Goblin
3.270614708081247,Galestrike
3.2717710209846427,Gleaming Barrier
3.273141822345058,Soulbound Guardians
3.2732745923868642,Solitary Sanctuary
3.2738691134046785,Needlebug
3.2739017158496626,Ashnod's Altar
3.2746640053246057,Dune Diviner
3.2753414592471355,Chillbringer
3.275430598944229,Dwarven Ruins
3.27713469271959,Species Specialist
3.2781643825450493,Peerless Ropemaster
3.278950102708406,Wickerbough Elder
3.2794228518304442,Basal Thrull
3.279550096619735,Riptide Chronologist
3.2801379745134356,Distant Melody
3.280519419096049,Pewter Golem
3.2808298574722015,Purge
3.281609922720494,Orcish Mechanics
3.2819909278996384,Guma
3.2823586038575403,Rith's Attendant
3.2827129689901846,Frostwalla
3.282888872778445,Sheer Drop
3.2843940384550514,Rishadan Dockhand
3.2844504493747646,Tinder Farm
3.2845956221013544,Tanglespan Lookout
3.2855259682249662,Ivy Lane Denizen
3.2855698282209467,Ichorclaw Myr
3.285724193835148,Wild-Field Scarecrow
3.2864941252776143,Betrothed of Fire
3.2870818261254797,Wasteland
3.2870884687657873,Jaddi Offshoot
3.287705189276194,Viridian Zealot
3.287713272717504,Wicker Witch
3.2884359787847623,Sunspring Expedition
3.2890265669388747,Deadfall
3.2893706346004636,Briar Hydra
3.2896276015922417,Nightshade Harvester
3.290020842654666,Returned Centaur
3.290291909962297,Malachite Talisman
3.2907623089681235,Necropede
3.291630409366861,Nest of Scarabs
3.291896873885213,Thrashing Brontodon
3.292415785490599,Gnottvold Slumbermound
3.2925068985254082,Dromar's Attendant
3.29253144215205,Boggart Loggers
3.292739709978824,Soultether Golem
3.292804824172798,Pridemalkin
3.293260037494875,Territorial Scythecat
3.2933950323625534,Quagmire
3.2938870656470702,Rootwater Alligator
3.293947899036278,Gleaming Geardrake
3.2942273532738118,Gorilla Pack
3.2945197921638036,Crusade
3.2946621091362935,Ark of Blight
3.2947305005306915,Unclaimed Territory
3.2952177294265144,Goblin Digging Team
3.2954672196016896,Lightbringer
3.295658597438218,Endangered Armodon
3.2973820097903443,Karstoderm
3.2976098986257547,Sultai Skullkeeper
3.297840961308182,Channeler Initiate
3.299551834325182,Vithian Renegades
3.3005182206730326,Split Up
3.30055865036394,Splendid Reclamation
3.301268925723274,Somnomancer
3.302364207118828,Treefolk Mystic
3.3027133800075292,Hedron Archive
3.303848787063895,Grafted Identity
3.303862029584802,Brindle Boar
3.3041621097479785,Ainok Survivalist
3.304481024728121,Benalish Emissary
3.3046670817279695,Wall of Blossoms
3.305650528813764,Thopter Arrest
3.306809263110612,Sulfur Vent
3.306979109444303,Lumengrid Drake
3.307309292825793,Old-Growth Dryads
3.3082364006067304,Phyrexian Metamorph
3.3094394632287703,Seafloor Debris
3.3095687069481428,Skyclave Geopede
3.3106949838090283,Bramblesnap
3.311254069767353,Goblin Replica
3.311530535001441,Swarm Culler
3.3119645729498974,Chronic Flooding
3.3121515217888824,Luminous Rebuke
3.3123658256468667,Krark-Clan Grunt
3.3131894235451815,Skyreach Manta
3.313315198669159,Dimir Cluestone
3.3136028611321664,Nim Shambler
3.313693944436292,Crystal Golem
3.313885191846169,Lodestone Golem
3.3142615323639415,Littjara Kinseekers
3.314542203173001,Furnace Scamp
3.315764473316768,Durable Handicraft
3.316473711790776,Wreak Havoc
3.3164797656117937,Murderous Compulsion
3.3169745064071194,Spellstutter Sprite
3.317141907399665,Thermokarst
3.3176770405381855,Pentarch Paladin
3.317703207497193,Flumph
3.317848500764534,Nettle Drone
3.3181981417803996,Holdout Settlement
3.3183297868025963,Onulet
3.3185701996468997,Plaguemaw Beast
3.318822487414756,Chromatic Sphere
3.3188268193495927,Jukai Preserver
3.318872667172206,Eye of Ramos
3.31946763328411,Gwyllion Hedge-Mage
3.321354264867696,Mogg Maniac
3.3215715676018127,Hedron Crab
3.322298590989808,Spitemare
3.322683316518969,Aerie Ouphes
3.323064804519335,Death Pit Offering
3.32312337322978,Rampaging Baloths
3.323951423326757,Wurm's Tooth
3.324130194422209,Creeping Mold
3.3261994477303807,Rescue Leopard
3.3262210508991132,Veteran Brawlers
3.3266350168757066,Memnite
3.3266790175090315,Skylasher
3.3275774907416786,Watcher of the Wayside
3.328085589892221,Scrapwork Mutt
3.3286350296412346,Pyroconvergence
3.3287068472385957,Fulminator Mage
3.328965820237732,Dancing Scimitar
3.3296206781038054,Blind-Spot Giant
3.331411450574207,Witching Well
3.3315493998366352,Harvest Season
3.333115321610955,Bog Wreckage
3.333196780604031,Ornery Kudu
3.333381310790412,Elvish Hexhunter
3.3340692371379803,Palladium Myr
3.334393509356942,Stitched Mangler
3.334910331198464,Chrome Cat
3.3360841454120056,Lightless Evangel
3.3365543811960596,Kird Ape
3.3366109081247175,Faultgrinder
3.3371620598578744,Aura Fracture
3.3372978444738455,Nyxborn Seaguard
3.3374208307502102,Phyrexian War Beast
3.337708651403054,Relic Barrier
3.339216809798958,Bottle Gnomes
3.3392387493417472,Demolish
3.3404752102159754,Timberland Ruins
3.3409955703533747,Highspire Artisan
3.341640769458173,Akki Scrapchomper
3.341833416158302,Pillar of War
3.3418352462830896,Putrefaction
3.342335580009984,Savaen Elves
3.3424271129430476,Kavu Runner
3.342661691394803,Keening Apparition
3.3445638984789423,Costly Plunder
3.345001182088248,Castle Raptors
3.345611298572177,Viscerid Drone
3.345756192052702,Virus Beetle
3.3466643342611744,Scarland Thrinax
3.3466945433508295,Tivadar of Thorn
3.3467498061292784,Broken Bond
3.3467657044245134,Prowling Felidar
3.3475322796904448,Burr Grafter
3.348197180461547,Nature's Chant
3.3483399212462506,Duskshell Crawler
3.34908837992125,Merciless Resolve
3.349466219460347,Court Street Denizen
3.3497169413547208,Pangosaur
3.3502930290781134,Shock Troops
3.3504029462364637,Divebomber Griffin
3.350403704102085,Hope-Ender Coatl
3.350690369618849,Generous Patron
3.3507653842066665,Anaconda
3.3513964858496323,Quirion Sentinel
3.3516056766255082,Carapace
3.3520173882666424,Argent Dais
3.3521302006180456,Wild Cantor
3.352199990292914,Spinal Parasite
3.352799935337484,Clockwork Fox
3.353393552269581,Monastery Flock
3.3536149566832014,Skitterskin
3.35405274190868,Gift of Compleation
3.354593259871283,Flare of Denial
3.354953505249982,Steel Overseer
3.3560033544886596,Oraxid
3.3574345610079632,Frostling
3.3578031234837327,Halimar Excavator
3.3581770876291497,Niblis of the Mist
3.3588006609537415,Stadium Vendors
3.360397150509221,Catalyst Elemental
3.361671063215669,Wave-Wing Elemental
3.361828984053798,Prismite
3.3625910024544043,Snapping Voidcraw
3.3625999324082736,War Priest of Thune
3.362757704668289,Kaleidostone
3.3629348940884607,Bog Serpent
3.363058895738279,Arcum's Astrolabe
3.363587533296223,Demand Answers
3.363677359166547,Steam Catapult
3.363890125611898,Grindclock
3.3639913119714118,Diregraf Ghoul
3.3644886485183076,The Hunter Maze
3.365100837125561,Shielding Plax
3.366652190556161,Clinging Anemones
3.366878733970791,Lightning-Core Excavator
3.3668885287266095,Coils of the Medusa
3.3671687098171867,Barbarian Riftcutter
3.3674245317153217,Sun-Blessed Peak
3.367663508772301,Hydromorph Guardian
3.368010494565074,Boiling Rock Prison
3.3680720218771363,Ondu Greathorn
3.368724479990604,Mardu Skullhunter
3.368887232709179,Foundry Hornet
3.369459257604135,Gristleback
3.3696431075179594,Skyswimmer Koi
3.37001691148757,Anodet Lurker
3.3701125240872614,Goblin Caves
3.3705250102576283,Culling the Weak
3.371654974863483,Consulate Skygate
3.3723562004684036,Dragon's Eye Sentry
3.373066073639704,Deathmark
3.373282599726227,Horrible Hordes
3.3740076063252986,Orzhov Cluestone
3.374147567072744,Elite Scaleguard
3.3741553035622673,Teferi's Moat
3.3749282986785554,Underhanded Designs
3.3752109835258626,The Surgical Bay
3.3756080315296813,Yotian Dissident
3.3757330156805225,Undertow
3.376720705823594,Ogre Arsonist
3.3776389052620384,Geist-Fueled Scarecrow
3.3777860055016427,Phyrexian Altar
3.3780103577396488,Planar Overlay
3.3780758074052253,Gutless Ghoul
3.3782107247179667,Bolrac-Clan Crusher
3.3783713990108093,Ambulatory Edifice
3.378525732304562,Monoist Sentry
3.3785621779097172,Izzet Cluestone
3.379242481947585,Vintara Snapper
3.3794549209240583,Wispmare
3.3798295490432118,Tireless Provisioner
3.3802340817598573,Leonin Snarecaster
3.380380472827795,Remnant Elemental
3.38044985924604,River Bear
3.380617681730153,Impact Tremors
3.3807594538852195,Intruding Soulrager
3.380800773947958,Graf Mole
3.381159579385821,Energy Field
3.3811745769519375,Murmuring Phantasm
3.3812360831519253,Sprouting Phytohydra
3.381854392027785,Grand Coliseum
3.381941034172057,Blood Pet
3.3819946769749776,Pilfering Hawk
3.3833404667180536,Food Coma
3.3838633041561903,Excoriate
3.3843206310743548,Feiyi Snake
3.384427144757773,Heartmender
3.3849813385288927,Sunbeam Spellbomb
3.3851221112939656,Rootwater Shaman
3.3853602057182046,Corridor Monitor
3.3856669632559986,Mephitic Ooze
3.3860028060134826,Ingot Chewer
3.3866040873022385,Scaldkin
3.3871487221827254,Sage's Row Denizen
3.387818170206686,Marching Duodrone
3.3880964380663596,Undergrowth Leopard
3.3886228946357275,Etchings of the Chosen
3.3897696942828883,Chainbreaker
3.390065949184221,Spinal Centipede
3.3904973506846616,Filigree Fracture
3.3905029522723886,Waterlogged Grove
3.3907460199686934,Fissure
3.3908514157213014,Llanowar Druid
3.391446941372955,Putrefy
3.3916235405700284,Complex Automaton
3.3920234398647287,Automatic Librarian
3.3926300340423348,Wingmantle Chaplain
3.3930915543054665,Krark-Clan Stoker
3.393147138346637,Grinding Station
3.3933829626173098,Sultai Banner
3.3935854564228674,Pincher Beetles
3.3936670543810146,Nimble Thopterist
3.3936719701619085,Kujar Seedsculptor
3.3944963550155944,Worn Powerstone
3.394633343706119,Dirtcowl Wurm
3.395130916044559,Entangling Vines
3.3952934378726294,Hallowed Fountain
3.396333850366973,Megrim
3.3963862858053577,Midsummer Revel
3.3965803185588768,Spur Grappler
3.3968208998475986,Adaptive Shimmerer
3.3971619425060813,Forge Armor
3.3975300994800226,Plumeveil
3.3976484539684035,Crosstown Courier
3.397732237855832,Junk Golem
3.397775636628161,Mold Shambler
3.3980378686257993,Blighted Fen
3.3982690081204394,Prosperous Bandit
3.399311655047575,Powerstone Fracture
3.3997242968449646,Vile Aggregate
3.3998257787297743,Ollenbock Escort
3.3999025831672607,Stonecoil Serpent
3.400314567767655,Stomping Ground
3.4003280234772,Conquer
3.4003651893593676,Vivid Meadow
3.4005793519425844,Cornered Crook
3.400772807191485,Desert Drake
3.4008235764283685,Aboroth
3.401195333638681,Branded Brawlers
3.4019714192446577,Bottle Golems
3.402363390890598,Dreg Recycler
3.4024459990672784,Dive Bomber
3.4026542049171153,Devouring Deep
3.4027075018194184,Scald
3.40275741880904,Cryogen Relic
3.403636587920203,Clever Impersonator
3.40385927474905,Priest of Urabrask
3.404300923372141,Petting Zookeeper
3.4044863661146882,Goblin Clearcutter
3.404637921543413,Allied Teamwork
3.4049510474405777,Plant Elemental
3.4049590558433387,Lifegift
3.4050492368687406,Shield Mate
3.405227324432312,Crimson Caravaneer
3.405409176627799,Morselhoarder
3.40558916717398,Reclusive Wight
3.4056837106650284,Drifting Meadow
3.4060731535452318,White Orchid Phantom
3.4061910114112828,Serrated Arrows
3.407046011550996,Toucan-Puffin
3.407441035785188,Trestle Troll
3.407891291622844,Vindictive Mob
3.4082412952778367,Archers of Qarsi
3.408312405164152,Geode Rager
3.409183428098712,Lorescale Coatl
3.409289964952812,Wirecat
3.410775320481225,Godless Shrine
3.4113977368507244,Desecrated Earth
3.411483791022646,Red Cliffs Armada
3.413158993091301,Spinebiter
3.4136587574307966,Shambling Shell
3.4139031365262174,Mogg Fanatic
3.41436755410271,Goblinslide
3.4145887436525966,Seed the Land
3.4147171850973828,Cemetery Gate
3.4150496845380607,Overgrowth
3.415193815098656,Knucklebone Witch
3.4155330519760945,Emperor Crocodile
3.4155434878061257,Naga Vitalist
3.415698586825864,Bile Urchin
3.4158666141545457,Halo Hopper
3.415923892722236,Stasis Cocoon
3.416251741126117,Belbe's Portal
3.4167412527050556,Mournwhelk
3.41687295169129,Tanglewalker
3.4172971201188966,Overabundance
3.417454921068819,Gravpack Monoist
3.4175836907283768,Hedron Rover
3.4177021974322037,Sculpted Perfection
3.4177175255142447,Snowfield Sinkhole
3.4178020327663563,Ballynock Cohort
3.4181198189558133,Shifting Wall
3.418182892510863,Hapless Researcher
3.4182170328858494,Weaver of Currents
3.418361054838167,Anvilwrought Raptor
3.418363430159324,Geist of the Archives
3.418596333815682,Seal of Removal
3.418669982361923,Kor Sanctifiers
3.418736776154099,Yavimaya Steelcrusher
3.420253553506264,Pentad Prism
3.4209074914284368,Wary Thespian
3.42132975522722,Sylvok Explorer
3.421782758864089,Fishliver Oil
3.4225651605096368,Slipstream Serpent
3.422680777732144,Blighted Cataract
3.4227106350539596,Kitsune Dawnblade
3.4235416954266924,Overgrown Estate
3.4236616755883467,Guardians of Meletis
3.4240790629973548,Phyrexian Reaper
3.4242041475101237,Smashing Success
3.424226242123464,Vantress Paladin
3.424451725252042,Gastal Blockbuster
3.4246697300716775,Unruly Catapult
3.4247198098422182,Tectonic Instability
3.425455570385192,Ogre Jailbreaker
3.4255223529079575,Natural Reclamation
3.4256478138760458,The Fair Basilica
3.4259746764919883,Glistener Elf
3.4262933426339366,Astral Cornucopia
3.426432599748998,Dog Walker
3.427050824217095,Dismantle
3.427058763663174,Tidal Wave
3.4272525711531867,Cavern of Souls
3.4274087666276603,Expel
3.427471728598002,Crocodile of the Crossing
3.4282034958929772,Shambling Ghoul
3.428411493882882,Captivating Unicorn
3.4284647734443676,Giant Mantis
3.4286090476055184,Nimble Birdsticker
3.4286608776101395,Meandering River
3.428947523836072,Bloodshot Cyclops
3.429449525797917,Cathar Commando
3.4297646243186697,Emrakul's Hatcher
3.4301673563829933,Goblin Lackey
3.43021405600023,Hurloon Shaman
3.430561354727829,Krosan Grip
3.4314592351759443,Ravenous Intruder
3.4317231721359778,Crime Novelist
3.4317329063718898,Hidden Courtyard
3.432155396396051,Goblin War Drums
3.432261167432099,Shriekhorn
3.4323133518315143,Writhing Chrysalis
3.4323826175301213,Rustmouth Ogre
3.433077920947906,Clear a Path
3.433853910071454,Exotic Orchard
3.434720385409139,Grim Guardian
3.4350490600503085,Pteron Ghost
3.4352394066663448,Shivan Harvest
3.4353635439622647,Willow-Wind
3.4356862922691445,Genesis Chamber
3.4365252880741743,Onyx Talisman
3.437088538968975,Sacred Foundry
3.437120624610737,Boros Locket
3.437185498654065,Utopia Sprawl
3.4372462038168123,Tarnished Citadel
3.4373742804009604,Fragmentize
3.4391403748440377,Outcaster Trailblazer
3.4396741321735256,Blind Zealot
3.4398513806957554,Mogg Salvage
3.4403579930030683,Axebane Guardian
3.4404519605881285,Savage Mansion
3.4406323089859066,Shrapnel Blast
3.441689086090497,Melded Moxite
3.4418040740647355,Staunch Throneguard
3.4419280988991128,Mountain Yeti
3.4423436242219316,Scragnoth
3.442448230117999,Mogg Flunkies
3.4424744047198432,Golgothian Sylex
3.4425681874869873,Jungle Barrier
